flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label,flow_id
192.168.10.9_2572_205.174.165.73_8080_TCP_2017-07-07 09:24:56.831496,24:56.8,192.168.10.9,2572,205.174.165.73,8080,TCP,0.067121983,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,4797.236131,2890.260278,1906.975853,119.1859908,59.59299542,59.59299542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00958885,0.02215132,0.063842058,7.01E-05,0.067121983,0.02212866,0.03055931,0.065342903,7.01E-05,0.066385984,0.02209202,0.02952535,0.063842058,0.000651121,0.066276073,0,0,0,0,Botnet_ARES,192.168.10.9_2572_205.174.165.73_8080_TCP_2017-07-07 09:24:56.831497
192.168.10.14_51586_205.174.165.73_8080_TCP_2017-07-07 09:24:59.091753,24:59.1,192.168.10.14,51586,205.174.165.73,8080,TCP,0.06476903,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4986.951355,3010.698186,1976.253168,123.515823,61.75791151,61.75791151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00925272,0.02150523,0.061924934,4.10E-05,0.06476903,0.02133934,0.02955306,0.063131094,4.10E-05,0.064018011,0.02133369,0.02870453,0.061924934,0.000604153,0.064001083,0,0,0,0,Botnet_ARES,192.168.10.14_51586_205.174.165.73_8080_TCP_2017-07-07 09:24:59.091754
192.168.10.14_51587_205.174.165.73_8080_TCP_2017-07-07 09:25:09.157773,25:09.2,192.168.10.14,51587,205.174.165.73,8080,TCP,0.202015877,10,5,5,334,195,139,195,0,33.4,66.03817078,4361.04,195,0,33.4,66.03817078,6084,195,0,33.4,66.03817078,2575.36,224,32,20,22.4,4.8,112,32,20,22.4,4.8,112,32,20,22.4,4.8,39,27.8,33.4,8192,29200,0,0,0,0,0,0,0,0,1653.335398,965.2706664,688.0647315,49.50105982,24.75052991,24.75052991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,9,0,0,1,1,0,0,1,4,0,0,1,2,0,0,1,5,0,0,0.02244621,0.06258435,0.19946003,2.86E-06,0.202015877,0.05036747,0.0864387,0.200083017,4.29E-05,0.201469898,0.05037296,0.08607692,0.19946003,2.86E-06,0.201491833,0,0,0,0,Botnet_ARES,192.168.10.14_51587_205.174.165.73_8080_TCP_2017-07-07 09:25:09.157774
192.168.10.14_51588_205.174.165.73_8080_TCP_2017-07-07 09:25:09.532477,25:09.5,192.168.10.14,51588,205.174.165.73,8080,TCP,0.161492109,81,27,54,115216,115088,128,13140,0,1422.419753,2752.086826,7573981.898,13140,0,1422.419753,2752.086826,10622108.62,13140,0,1422.419753,2752.086826,297.7887517,1644,32,20,20.2962963,1.86219335,552,32,20,20.44444444,2.26623089,1092,32,20,20.22222222,1.6178022,4262.518519,2.37037037,1422.419753,8192,29200,0,0,0,0,0,0,0,0,713446.6229,712654.0145,792.6083854,501.5724939,334.3816626,167.1908313,2,115088,24,17072719.06,0,0,0,1,115088,24,0.006741047,0,0,0,0,2,2,0,0,2,80,0,0,1,1,0,0,1,26,0,0,1,1,0,0,1,54,0,0,0.00201865,0.01645381,0.148247004,0,0.161492109,0.00618123,0.02940465,0.153198957,3.10E-06,0.160712004,0.00303811,0.02014018,0.148247004,0,0.161020041,0,0,0,0,Botnet_ARES,192.168.10.14_51588_205.174.165.73_8080_TCP_2017-07-07 09:25:09.532478
192.168.10.14_51592_205.174.165.73_8080_TCP_2017-07-07 09:25:19.695370,25:19.7,192.168.10.14,51592,205.174.165.73,8080,TCP,0.06982708,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4625.712561,2792.612846,1833.099715,114.5687322,57.28436608,57.28436608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.0099753,0.02323806,0.066891909,5.51E-05,0.06982708,0.0230147,0.03199716,0.068264008,7.01E-05,0.069044113,0.02305738,0.03099868,0.066891909,0.000613213,0.069172144,0,0,0,0,Botnet_ARES,192.168.10.14_51592_205.174.165.73_8080_TCP_2017-07-07 09:25:19.695371
192.168.10.14_51593_205.174.165.73_8080_TCP_2017-07-07 09:25:29.766803,25:29.8,192.168.10.14,51593,205.174.165.73,8080,TCP,0.089696884,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3601.016948,2173.98856,1427.028388,89.18927425,44.59463712,44.59463712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01281384,0.03025388,0.086916924,3.60E-05,0.089696884,0.02964664,0.04144301,0.088254929,4.91E-05,0.088939905,0.02969901,0.04046128,0.086916924,0.000585079,0.089097023,0,0,0,0,Botnet_ARES,192.168.10.14_51593_205.174.165.73_8080_TCP_2017-07-07 09:25:29.766804
192.168.10.14_51594_205.174.165.73_8080_TCP_2017-07-07 09:25:39.857798,25:39.9,192.168.10.14,51594,205.174.165.73,8080,TCP,0.115494967,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,2796.658675,1688.385268,1108.273407,69.26708793,34.63354396,34.63354396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01649928,0.03926169,0.112667799,4.98E-05,0.115494967,0.03824027,0.05354878,0.113968849,6.91E-05,0.114720821,0.03828732,0.05259652,0.112667799,0.000597,0.114861965,0,0,0,0,Botnet_ARES,192.168.10.14_51594_205.174.165.73_8080_TCP_2017-07-07 09:25:39.857799
192.168.10.14_51595_205.174.165.73_8080_TCP_2017-07-07 09:25:49.974101,25:50.0,192.168.10.14,51595,205.174.165.73,8080,TCP,0.065198898,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4954.071439,2990.848082,1963.223357,122.7014598,61.35072989,61.35072989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00931413,0.02172329,0.062520981,4.29E-05,0.065198898,0.02153699,0.02992187,0.063851118,4.29E-05,0.064610958,0.02152133,0.0289931,0.062520981,0.000607967,0.06456399,0,0,0,0,Botnet_ARES,192.168.10.14_51595_205.174.165.73_8080_TCP_2017-07-07 09:25:49.974102
192.168.10.15_52254_205.174.165.73_8080_TCP_2017-07-07 09:25:50.412790,25:50.4,192.168.10.15,52254,205.174.165.73,8080,TCP,0.193549871,10,5,5,334,195,139,195,0,33.4,66.03817078,4361.04,195,0,33.4,66.03817078,6084,195,0,33.4,66.03817078,2575.36,224,32,20,22.4,4.8,112,32,20,22.4,4.8,112,32,20,22.4,4.8,39,27.8,33.4,8192,29200,0,0,0,0,0,0,0,0,1725.653432,1007.492273,718.161159,51.66627043,25.83313522,25.83313522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,9,0,0,1,1,0,0,1,4,0,0,1,2,0,0,1,5,0,0,0.02150554,0.05968247,0.190310001,4.05E-06,0.193549871,0.04820597,0.0825014,0.191101074,2.38E-05,0.192823887,0.04826021,0.08201533,0.190310001,4.05E-06,0.193040848,0,0,0,0,Botnet_ARES,192.168.10.15_52254_205.174.165.73_8080_TCP_2017-07-07 09:25:50.412791
192.168.10.15_52255_205.174.165.73_8080_TCP_2017-07-07 09:25:51.372838,25:51.4,192.168.10.15,52255,205.174.165.73,8080,TCP,0.091305971,50,21,29,65054,64926,128,7300,0,1301.08,2150.922229,4626466.434,7300,0,1301.08,2150.922229,5486416.871,7300,0,1301.08,2150.922229,545.4839477,1024,32,20,20.48,2.35151015,432,32,20,20.57142857,2.55550626,592,32,20,20.4137931,2.18958729,3091.714286,4.413793103,1301.08,8192,29200,0,0,0,0,0,0,0,0,712483.5231,711081.6432,1401.879838,547.6093116,317.6134007,229.9959109,1.380952381,64926,18,16546322.85,0,0,0,1,64926,18,0.003923893,0,0,0,0,2,2,0,0,2,49,0,0,1,1,0,0,1,20,0,0,1,1,0,0,1,29,0,0,0.00186339,0.01164826,0.082556963,2.86E-06,0.091305971,0.0045356,0.01872427,0.086151123,0.000152111,0.09071207,0.00324661,0.01526566,0.082556963,2.86E-06,0.090904951,0,0,0,0,Botnet_ARES,192.168.10.15_52255_205.174.165.73_8080_TCP_2017-07-07 09:25:51.372839
192.168.10.15_52256_205.174.165.73_8080_TCP_2017-07-07 09:25:52.553322,25:52.6,192.168.10.15,52256,205.174.165.73,8080,TCP,0.060837984,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,5309.18315,3205.23441,2103.948741,131.4967963,65.74839815,65.74839815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00869114,0.02026926,0.058336973,5.39E-05,0.060837984,0.02008565,0.02791014,0.059555054,5.39E-05,0.060256958,0.02009233,0.02704474,0.058336973,0.000599861,0.060276985,0,0,0,0,Botnet_ARES,192.168.10.15_52256_205.174.165.73_8080_TCP_2017-07-07 09:25:52.553323
192.168.10.14_51596_205.174.165.73_8080_TCP_2017-07-07 09:26:00.040802,26:00.0,192.168.10.14,51596,205.174.165.73,8080,TCP,0.090420961,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3572.180555,2156.579592,1415.600963,88.47506018,44.23753009,44.23753009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01291728,0.03042707,0.087444067,1.69E-05,0.090420961,0.02989801,0.04166,0.088812113,1.69E-05,0.089694023,0.02987369,0.04071049,0.087444067,0.000584126,0.089621067,0,0,0,0,Botnet_ARES,192.168.10.14_51596_205.174.165.73_8080_TCP_2017-07-07 09:26:00.040803
192.168.10.15_52257_205.174.165.73_8080_TCP_2017-07-07 09:26:01.459717,26:01.5,192.168.10.15,52257,205.174.165.73,8080,TCP,0.079875946,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4043.770572,2441.285639,1602.484932,100.1553083,50.07765414,50.07765414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01141085,0.02670002,0.076807976,2.50E-05,0.079875946,0.02637362,0.03672018,0.078301907,2.50E-05,0.079120874,0.0263923,0.03565125,0.076807976,0.000723839,0.079176903,0,0,0,0,Botnet_ARES,192.168.10.15_52257_205.174.165.73_8080_TCP_2017-07-07 09:26:01.459718
192.168.10.14_51597_205.174.165.73_8080_TCP_2017-07-07 09:26:10.132465,26:10.1,192.168.10.14,51597,205.174.165.73,8080,TCP,0.073793173,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4377.098688,2642.52088,1734.577808,108.411113,54.20555651,54.20555651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01054188,0.02453734,0.070641041,4.10E-05,0.073793173,0.02431067,0.03378846,0.072092772,4.10E-05,0.072932005,0.02435899,0.03272842,0.070641041,0.000767946,0.073076963,0,0,0,0,Botnet_ARES,192.168.10.14_51597_205.174.165.73_8080_TCP_2017-07-07 09:26:10.132466
192.168.10.15_52258_205.174.165.73_8080_TCP_2017-07-07 09:26:11.537705,26:11.5,192.168.10.15,52258,205.174.165.73,8080,TCP,0.093090057,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3469.758308,2094.745728,1375.01258,85.93828628,42.96914314,42.96914314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01329858,0.03158928,0.090673208,2.19E-05,0.093090057,0.03084938,0.04330543,0.092092037,2.19E-05,0.092548132,0.03091502,0.04225683,0.090673208,0.000612974,0.092745066,0,0,0,0,Botnet_ARES,192.168.10.15_52258_205.174.165.73_8080_TCP_2017-07-07 09:26:11.537706
192.168.10.14_51598_205.174.165.73_8080_TCP_2017-07-07 09:26:20.206787,26:20.2,192.168.10.14,51598,205.174.165.73,8080,TCP,0.082268953,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3926.146948,2370.274473,1555.872475,97.24202967,48.62101484,48.62101484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01175271,0.02770512,0.07961297,4.29E-05,0.082268953,0.02722462,0.03796581,0.080914974,4.29E-05,0.081673861,0.02721032,0.03705577,0.07961297,0.000600815,0.081630945,0,0,0,0,Botnet_ARES,192.168.10.14_51598_205.174.165.73_8080_TCP_2017-07-07 09:26:20.206788
192.168.10.15_52259_205.174.165.73_8080_TCP_2017-07-07 09:26:21.631582,26:21.6,192.168.10.15,52259,205.174.165.73,8080,TCP,0.074560881,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4332.030378,2615.312457,1716.717921,107.29487,53.64743502,53.64743502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01065155,0.02498543,0.071848869,3.39E-05,0.074560881,0.02459836,0.03439342,0.073237181,3.39E-05,0.07379508,0.02470962,0.03333527,0.071848869,0.00061202,0.074128866,0,0,0,0,Botnet_ARES,192.168.10.15_52259_205.174.165.73_8080_TCP_2017-07-07 09:26:21.631583
192.168.10.14_51599_205.174.165.73_8080_TCP_2017-07-07 09:26:30.289642,26:30.3,192.168.10.14,51599,205.174.165.73,8080,TCP,0.066324949,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4869.962263,2940.070097,1929.892166,120.6182604,60.30913019,60.30913019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00947499,0.02211322,0.06363678,4.20E-05,0.066324949,0.02187133,0.03047136,0.064963102,4.20E-05,0.065613985,0.02193904,0.0294876,0.06363678,0.000588179,0.065817118,0,0,0,0,Botnet_ARES,192.168.10.14_51599_205.174.165.73_8080_TCP_2017-07-07 09:26:30.289643
192.168.10.15_52260_205.174.165.73_8080_TCP_2017-07-07 09:26:31.694181,26:31.7,192.168.10.15,52260,205.174.165.73,8080,TCP,0.103852987,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3110.16571,1877.654222,1232.511489,77.03196806,38.51598403,38.51598403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01483614,0.03518948,0.101028919,5.20E-05,0.103852987,0.03435731,0.04818653,0.102502823,5.20E-05,0.103071928,0.03446531,0.04706994,0.101028919,0.00060606,0.103395939,0,0,0,0,Botnet_ARES,192.168.10.15_52260_205.174.165.73_8080_TCP_2017-07-07 09:26:31.694182
192.168.10.9_2574_205.174.165.73_8080_TCP_2017-07-07 09:26:36.907875,26:36.9,192.168.10.9,2574,205.174.165.73,8080,TCP,0.226150036,10,5,5,333,194,139,194,0,33.3,65.79369271,4328.81,194,0,33.3,65.79369271,6021.76,194,0,33.3,65.79369271,2575.36,224,32,20,22.4,4.8,112,32,20,22.4,4.8,112,32,20,22.4,4.8,38.8,27.8,33.3,8192,29200,0,0,0,0,0,0,0,0,1472.473788,857.8375823,614.6362059,44.21843208,22.10921604,22.10921604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,9,0,0,1,1,0,0,1,4,0,0,1,2,0,0,1,5,0,0,0.02512778,0.06999282,0.223096132,8.58E-05,0.226150036,0.05640596,0.09671301,0.223917007,8.58E-05,0.225623846,0.056346,0.09627406,0.223096132,0.000282049,0.225383997,0,0,0,0,Botnet_ARES,192.168.10.9_2574_205.174.165.73_8080_TCP_2017-07-07 09:26:36.907876
192.168.10.9_2575_205.174.165.73_8080_TCP_2017-07-07 09:26:37.267847,26:37.3,192.168.10.9,2575,205.174.165.73,8080,TCP,0.096488953,117,38,79,191075,190947,128,18980,0,1633.119658,3840.033536,14745857.56,18980,0,1633.119658,3840.033536,28363254.97,18980,0,1633.119658,3840.033536,204.7671848,2364,32,20,20.20512821,1.55546163,772,32,20,20.31578947,1.92087238,1592,32,20,20.15189873,1.3415333,5024.921053,1.620253165,1633.119658,8192,29200,0,0,0,0,0,0,0,0,1980278.517,1978951.94,1326.576738,1212.574049,818.7465802,393.827469,2.078947368,190947,35,18211559.81,0,0,0,1,190947,35,0.010484934,0,0,0,0,2,2,0,0,2,116,0,0,1,1,0,0,1,37,0,0,1,1,0,0,1,79,0,0,0.0008318,0.00607367,0.065266848,0,0.096488953,0.00258767,0.01337445,0.082807064,3.10E-06,0.095743895,0.00122913,0.0073809,0.065266848,0,0.095871925,0,0,0,0,Botnet_ARES,192.168.10.9_2575_205.174.165.73_8080_TCP_2017-07-07 09:26:37.267848
192.168.10.14_51600_205.174.165.73_8080_TCP_2017-07-07 09:26:40.356599,26:40.4,192.168.10.14,51600,205.174.165.73,8080,TCP,0.185407877,10,5,5,334,195,139,195,0,33.4,66.03817078,4361.04,195,0,33.4,66.03817078,6084,195,0,33.4,66.03817078,2575.36,224,32,20,22.4,4.8,112,32,20,22.4,4.8,112,32,20,22.4,4.8,39,27.8,33.4,8192,29200,0,0,0,0,0,0,0,0,1801.433712,1051.735251,749.6984609,53.93514107,26.96757054,26.96757054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,9,0,0,1,1,0,0,1,4,0,0,1,2,0,0,1,5,0,0,0.02060088,0.057267,0.182574987,4.20E-05,0.185407877,0.04621524,0.07920595,0.183403015,4.20E-05,0.184860945,0.04615521,0.07876281,0.182574987,0.000219822,0.184620857,0,0,0,0,Botnet_ARES,192.168.10.14_51600_205.174.165.73_8080_TCP_2017-07-07 09:26:40.356600
192.168.10.14_51601_205.174.165.73_8080_TCP_2017-07-07 09:26:40.601713,26:40.6,192.168.10.14,51601,205.174.165.73,8080,TCP,0.07914114,56,21,35,57708,57580,128,5840,0,1030.5,1680.339517,2823540.893,5840,0,1030.5,1680.339517,2842434.467,5840,0,1030.5,1680.339517,454.7395918,1144,32,20,20.42857143,2.22692247,432,32,20,20.57142857,2.55550626,712,32,20,20.34285714,1.99918351,2741.904762,3.657142857,1030.5,8192,29200,0,0,0,0,0,0,0,0,729178.2758,727560.9122,1617.363612,707.5965801,442.2478626,265.3487175,1.666666667,57580,18,16762078.31,0,0,0,1,57580,18,0.003435135,0,0,0,0,2,2,0,0,2,55,0,0,1,1,0,0,1,20,0,0,1,1,0,0,1,35,0,0,0.00143893,0.00943527,0.070758104,0,0.07914114,0.00392065,0.0161361,0.074252844,3.10E-06,0.07841301,0.00231277,0.01191931,0.070758104,0,0.078634024,0,0,0,0,Botnet_ARES,192.168.10.14_51601_205.174.165.73_8080_TCP_2017-07-07 09:26:40.601714
192.168.10.15_52261_205.174.165.73_8080_TCP_2017-07-07 09:26:41.788282,26:41.8,192.168.10.15,52261,205.174.165.73,8080,TCP,0.204104185,10,5,5,334,195,139,195,0,33.4,66.03817078,4361.04,195,0,33.4,66.03817078,6084,195,0,33.4,66.03817078,2575.36,224,32,20,22.4,4.8,112,32,20,22.4,4.8,112,32,20,22.4,4.8,39,27.8,33.4,8192,29200,0,0,0,0,0,0,0,0,1636.419164,955.3944222,681.024742,48.99458575,24.49729288,24.49729288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,9,0,0,1,1,0,0,1,4,0,0,1,2,0,0,1,5,0,0,0.02267824,0.06310603,0.201166868,4.05E-06,0.204104185,0.05087954,0.08723264,0.201969862,4.05E-06,0.203518152,0.05088228,0.08676864,0.201166868,4.05E-06,0.203529119,0,0,0,0,Botnet_ARES,192.168.10.15_52261_205.174.165.73_8080_TCP_2017-07-07 09:26:41.788283
192.168.10.15_52262_205.174.165.73_8080_TCP_2017-07-07 09:26:42.111436,26:42.1,192.168.10.15,52262,205.174.165.73,8080,TCP,0.085595131,52,21,31,65051,64923,128,5840,0,1250.980769,1952.354018,3811686.211,5840,0,1250.980769,1952.354018,3754988.435,5840,0,1250.980769,1952.354018,511.4672216,1064,32,20,20.46153846,2.30769231,432,32,20,20.57142857,2.55550626,632,32,20,20.38709677,2.12021635,3091.571429,4.129032258,1250.980769,8192,29200,0,0,0,0,0,0,0,0,759984.8181,758489.4059,1495.412164,607.5111918,362.1701336,245.3410582,1.476190476,64923,18,14825872.41,0,0,0,1,64923,18,0.004379034,0,0,0,0,2,2,0,0,2,51,0,0,1,1,0,0,1,20,0,0,1,1,0,0,1,31,0,0,0.00167834,0.01061286,0.076709986,0,0.085595131,0.00425216,0.01735208,0.079882145,4.05E-06,0.085043192,0.0028328,0.01372217,0.076709986,0,0.084984064,0,0,0,0,Botnet_ARES,192.168.10.15_52262_205.174.165.73_8080_TCP_2017-07-07 09:26:42.111437
